TWLVC1|20260921|202609211813|1870|code,fgn,fgnD,inv,invD,dlrH,mgn,mgnChg,shrt,sr,big,bigChg,small,smallChg,holders,holdersChg,mgnRate,mgnCost,mgnConf
4763,-1215.416,-1,17,5,62.195,,,,,56.09,,30.61,,55162,,,,
4764,-133.152,-2,0,0,-0.244,,,,,66.32,,17.60,,9884,,,,
4766,-11,-1,0,0,0,,,,,63.05,,19.01,,10845,,,,
4767,-4,-2,0,0,0.892,,,,,46.86,,11.89,,884,,,,
4768,-2.177,-1,0,0,-19.412,,,,,19.49,,49.96,,15768,,,,
4770,38.084,4,0,0,55.975,,,,,59.70,,23.24,,8735,,,,
4771,109.173,3,0,0,7.363,,,,,44.58,,22.34,,3922,,,,
4772,-60.98,-1,0,0,1.261,,,,,42.03,,41.46,,33367,,,,
4807,-18.641,-1,0,0,0,,,,,63.32,,19.30,,14442,,,,
4903,654,2,0,0,0,,,,,37.88,,49.23,,46236,,,,
4904,247.526,3,190.678,1,0,,,,,91.01,,4.38,,85487,,,,
4905,1,1,0,0,0.936,,,,,63.80,,11.27,,1996,,,,
4906,1583.13,4,0,0,82.938,,,,,20.40,,61.16,,92411,,,,
4907,-2,-6,0,0,0.008,,,,,83.76,,9.36,,2778,,,,
4908,-390.636,-1,0,0,-46.739,,,,,44.24,,36.61,,34547,,,,
4909,-48.985,-1,0,0,0.087,,,,,22.65,,65.00,,63556,,,,
4912,-13.001,-1,0,0,0,,,,,38.73,,33.20,,25697,,,,
4915,-526.516,-1,0,0,-0.354,,,,,51.32,,30.88,,34324,,,,
4916,172.097,4,0,0,65.575,,,,,22.36,,66.48,,74892,,,,
4919,-6481.75,-3,0.485,1,-153.409,,,,,59.48,,32.82,,70779,,,,
4923,28.786,6,0,0,-0.346,,,,,23.32,,44.46,,30551,,,,
4924,96,2,0,0,0.251,,,,,55.94,,18.66,,1442,,,,
4927,-1789.199,-1,0,0,48,,,,,17.76,,59.07,,58918,,,,
4930,1,2,0,0,0,,,,,58.55,,29.24,,33605,,,,
4931,-722.887,-3,0,0,24.912,,,,,11.70,,62.77,,62477,,,,
4933,51,1,0,0,0.118,,,,,59.88,,25.32,,5638,,,,
4934,-262.326,-2,0,0,0,,,,,29.43,,54.12,,70493,,,,
4935,-46,-2,0,0,0,,,,,57.74,,28.56,,7832,,,,
4938,-1560.446,-2,-375,-2,20.109,,,,,75.07,,16.21,,144758,,,,
4939,221.099,1,0,0,-2.743,,,,,27.18,,54.27,,65367,,,,
4942,-3.95,-2,0,0,0,,,,,54.54,,25.34,,6623,,,,
4946,7,1,0,0,0,,,,,42.58,,47.84,,8245,,,,
4949,277,5,0,0,0,,,,,41.15,,35.39,,11198,,,,
4950,-1,-2,0,0,0,,,,,68.13,,19.88,,6677,,,,
4951,-13,-1,0,0,35.269,,,,,4.48,,62.29,,11142,,,,
4952,65,4,0,0,0,,,,,47.79,,41.11,,14689,,,,
4953,-199.087,-1,0,0,-2.93,,,,,37.89,,41.21,,34659,,,,
4956,-1518.51,-2,0,0,-2.117,,,,,34.03,,51.76,,42369,,,,
4958,-2053.179,-3,-3164.181,-3,71.283,,,,,65.72,,22.51,,220951,,,,
4960,-2010.27,-2,0,0,12.53,,,,,57.69,,30.92,,89398,,,,
4961,-49.621,-1,0,0,-4.001,,,,,36.73,,40.53,,40280,,,,
4966,-287.631,-3,0,0,6.831,,,,,17.58,,49.87,,32359,,,,
4967,133.751,2,0,0,7.182,,,,,11.58,,67.28,,67109,,,,
4968,98.639,4,0,0,-0.253,,,,,8.85,,73.87,,56482,,,,
4971,-244.619,-3,0,0,-0.012,,,,,22.03,,42.89,,38444,,,,
4972,0,0,0,0,-0.14,,,,,36.87,,38.97,,15389,,,,
4973,-29.755,-1,0,0,-3.248,,,,,14.40,,67.28,,50207,,,,
4974,-20,-1,0,0,-0.018,,,,,39.73,,50.57,,42907,,,,
4976,235.015,2,0,0,0.001,,,,,25.82,,59.61,,44841,,,,
4977,-86.913,-1,0,0,-35.434,,,,,8.43,,70.80,,49873,,,,
4979,-584.009,-1,715,2,-13.929,,,,,26.77,,45.22,,85637,,,,
4989,289.966,2,0,0,2.077,,,,,11.69,,76.05,,51485,,,,
4991,59.308,2,0,0,-5.497,,,,,37.64,,41.13,,62801,,,,
4994,10,1,0,0,0,,,,,80.57,,7.88,,2155,,,,
4995,0,0,0,0,-1,,,,,52.59,,20.62,,4965,,,,
4999,12,2,0,0,0,,,,,27.29,,49.61,,46545,,,,
5007,-5,-1,0,0,0,,,,,84.24,,6.17,,4896,,,,
5009,-163,-2,0,0,-24.096,,,,,43.42,,39.71,,80900,,,,
5011,19,1,0,0,0,,,,,39.56,,36.31,,33735,,,,
5013,20,4,0,0,0,,,,,81.84,,6.61,,9017,,,,
5014,-19,-2,0,0,0,,,,,26.84,,46.88,,52388,,,,
5016,1,1,0,0,0,,,,,59.94,,23.16,,2625,,,,
5201,9,1,0,0,0.04,,,,,37.24,,25.12,,13506,,,,
5202,-86,-1,0,0,-0.64,,,,,48.62,,36.51,,44017,,,,
5203,9,1,0,0,0,,,,,33.11,,42.39,,31878,,,,
5206,87,5,0,0,0,,,,,80.83,,9.18,,4621,,,,
5209,37,5,2.458,5,-0.064,,,,,50.88,,36.23,,4236,,,,
5210,21,2,0,0,0,,,,,39.83,,33.74,,39204,,,,
5211,0,0,0,0,0,,,,,40.88,,42.00,,7577,,,,
5212,-1,-1,0,0,0,,,,,66.95,,14.17,,9979,,,,
5213,44.276,1,0,0,0,,,,,85.01,,9.87,,21118,,,,
5215,-2,-3,0,0,0,,,,,42.71,,35.46,,5366,,,,
5220,-5,-1,0,0,0,,,,,19.65,,40.36,,7613,,,,
5222,64.693,2,0,0,1.625,,,,,24.17,,51.95,,33799,,,,
5223,-1,-1,0,0,-0.011,,,,,54.18,,28.63,,2739,,,,
5225,69.201,9,0,0,0,,,,,37.93,,44.82,,8409,,,,
5227,9.28,1,0,0,0,,,,,18.08,,57.52,,58855,,,,
5228,11,6,0,0,0,,,,,44.94,,32.17,,3564,,,,
5230,-153.983,-1,0,0,0.012,,,,,10.27,,57.98,,29826,,,,
5234,-22,-2,0,0,-1.77,,,,,58.52,,22.87,,11948,,,,
5236,-12.991,-2,0,0,0,,,,,60.89,,30.56,,6878,,,,
5243,-124.58,-1,0,0,-19.351,,,,,49.66,,34.99,,30245,,,,
5244,-11.707,-1,0,0,0,,,,,28.60,,38.36,,9519,,,,
5245,26,16,0,0,-0.151,,,,,41.79,,31.40,,3879,,,,
5251,-7,-2,0,0,-0.583,,,,,29.21,,56.36,,35446,,,,
5258,-24,-2,0,0,0,,,,,39.31,,36.24,,25563,,,,
5263,-53,-2,0,0,0.239,,,,,42.64,,31.24,,26872,,,,
5269,13.415,4,-1,-3,-13.372,,,,,54.74,,30.82,,33384,,,,
5272,27,1,0,0,-0.002,,,,,10.26,,66.47,,45751,,,,
5274,16.526,1,11.5,4,-0.046,,,,,21.71,,41.90,,36184,,,,
5278,13,3,0,0,0,,,,,77.89,,9.53,,4252,,,,
5283,-43,-1,0,0,0,,,,,52.32,,34.61,,27593,,,,
5284,40.211,1,0,0,1.896,,,,,49.63,,30.96,,9119,,,,
5285,-565.252,-2,0,0,2.706,,,,,53.59,,28.11,,12007,,,,
5287,-22,-2,6.437,5,-0.028,,,,,45.75,,34.82,,10018,,,,
5288,8.038,5,0,0,0.803,,,,,59.24,,19.30,,2885,,,,
5289,25.7,2,-5,-1,-20.795,,,,,18.69,,55.21,,79900,,,,
5291,23,1,0,0,-0.364,,,,,18.68,,38.01,,5282,,,,
5292,-4,-1,0,0,-7.84,,,,,43.55,,29.41,,7122,,,,
5299,43.078,4,0,0,0.478,,,,,44.69,,43.62,,16947,,,,
5302,35,2,0,0,-0.139,,,,,45.86,,39.87,,12899,,,,
5306,-6.899,-2,0,0,0,,,,,64.41,,23.66,,11953,,,,
5309,114,4,0,0,2.55,,,,,27.33,,56.69,,70735,,,,
5310,-2,-4,0,0,0.676,,,,,36.18,,19.47,,7106,,,,
5312,2,2,0,0,0,,,,,50.64,,29.45,,5834,,,,
5314,-8859.171,-3,0,0,-707.209,,,,,40.03,,43.49,,77598,,,,
5315,-134.975,-2,0,0,0,,,,,21.21,,51.34,,51077,,,,
5321,-108,-1,0,0,0.564,,,,,45.89,,22.74,,7589,,,,
5324,-39,-1,0,0,0.058,,,,,75.22,,12.77,,20918,,,,
5328,-492.931,-1,0,0,-0.882,,,,,35.46,,55.88,,77048,,,,
5340,-100.964,-1,0,0,-4.497,,,,,52.32,,35.31,,29101,,,,
5344,-4,-1,0,0,-0.106,,,,,73.54,,21.42,,6696,,,,
5347,518.367,4,-256,-1,-158.883,,,,,81.07,,12.34,,114984,,,,
5351,-3611.95,-1,0,0,1.081,,,,,30.98,,51.61,,115250,,,,
5353,27,2,0,0,0,,,,,37.82,,28.75,,6352,,,,
5355,-16,-1,0,0,0,,,,,63.76,,20.37,,30848,,,,
5356,-11,-1,0,0,0,,,,,39.55,,43.98,,53278,,,,
5364,-1,-12,0,0,-0.399,,,,,61.31,,18.15,,7282,,,,
5381,79.531,1,0,0,0,,,,,48.86,,36.06,,27798,,,,
5386,-83.634,-1,0,0,-6.412,,,,,32.37,,55.73,,30414,,,,
5388,-456,-2,0,0,0.854,,,,,34.87,,43.80,,37919,,,,
5392,-165,-3,0,0,1.254,,,,,32.12,,56.44,,65937,,,,
5398,2,1,0,0,-0.39,,,,,44.19,,25.65,,41734,,,,
5403,-5,-3,0,0,0,,,,,31.25,,38.85,,9489,,,,
5410,-3.67,-2,0,0,0.406,,,,,26.98,,57.60,,56869,,,,
5425,496.884,1,0,0,-12.415,,,,,28.29,,57.32,,106226,,,,
5426,269.7,4,0,0,3.347,,,,,52.77,,37.10,,35411,,,,
5432,-66.992,-1,0,0,0.657,,,,,51.40,,43.92,,5461,,,,
5434,-115.31,-3,-17,-4,-4.721,,,,,38.97,,31.00,,32366,,,,
5438,8,4,0,0,-0.049,,,,,74.38,,19.78,,37814,,,,
5439,-128.97,-1,0,0,17.546,,,,,22.93,,48.87,,35518,,,,
5443,-120.799,-2,0,0,-13.672,,,,,33.61,,53.27,,66055,,,,
5450,19,2,0,0,0.494,,,,,79.37,,14.43,,11614,,,,
5452,145.106,4,0,0,0.789,,,,,38.51,,49.76,,68989,,,,
5457,358.665,1,0,0,76.843,,,,,46.26,,38.71,,17166,,,,
5460,9,8,0,0,0,,,,,38.44,,33.17,,31500,,,,
5464,-7.593,-2,0,0,-0.945,,,,,58.83,,17.90,,4628,,,,
5465,0,0,0,0,20.999,,,,,68.79,,22.93,,7746,,,,
5468,33,3,0,0,0,,,,,60.76,,26.05,,6016,,,,
5469,7.036,1,0,0,0,,,,,68.18,,21.71,,36431,,,,
5471,-26.892,-3,0,0,-13,,,,,18.53,,61.70,,68662,,,,
5474,-9.394,-1,0,0,8.87,,,,,48.50,,37.34,,7889,,,,
5475,28.037,1,0,0,-0.504,,,,,17.93,,69.11,,61639,,,,
5478,-10,-2,0,0,-0.304,,,,,72.96,,15.24,,41306,,,,
5481,5,9,0,0,0,,,,,56.07,,20.98,,42054,,,,
5483,-439.933,-1,-11,-2,-85.149,,,,,52.96,,34.72,,151156,,,,
5484,32.1,2,0,0,0,,,,,33.97,,57.22,,33856,,,,
5487,-5,-2,0,0,0.001,,,,,47.88,,17.77,,7097,,,,
5488,-35,-8,0,0,-0.113,,,,,34.18,,37.30,,41157,,,,
5489,7,3,0,0,-1.237,,,,,82.62,,10.09,,3141,,,,
5490,-76.982,-26,0,0,0,,,,,25.61,,49.75,,69654,,,,
5493,181.05,4,0,0,1.153,,,,,25.01,,39.88,,5543,,,,
5498,59.309,4,0,0,0.199,,,,,29.96,,58.12,,69480,,,,
5508,20.187,1,0,0,-7.103,,,,,65.86,,26.22,,18206,,,,
5511,-16,-1,0,0,0,,,,,59.92,,19.49,,6006,,,,
5512,383,1,0,0,3.257,,,,,54.74,,27.16,,78088,,,,
5514,1,1,0,0,0,,,,,87.59,,4.48,,10316,,,,
5515,-45.6,-2,0,0,-0.383,,,,,63.26,,19.09,,11393,,,,
5516,2,1,0,0,0,,,,,60.51,,15.55,,1767,,,,
5519,-35,-1,0,0,0,,,,,51.16,,33.14,,18222,,,,
5521,-40.087,-1,0,0,0,,,,,52.84,,29.37,,62892,,,,
5522,-203,-2,39.866,1,0,,,,,85.90,,8.76,,17969,,,,
5525,14,3,0,0,0,,,,,84.14,,6.97,,4810,,,,
5529,-20,-2,0,0,0,,,,,68.05,,15.55,,11368,,,,
5530,81.727,1,0,0,0,,,,,79.43,,11.50,,11639,,,,
5531,849,1,0,0,0,,,,,83.46,,9.52,,14778,,,,
5533,6,2,0,0,0,,,,,71.24,,11.01,,5548,,,,
5534,-49,-1,0,0,0.758,,,,,58.86,,24.65,,23019,,,,
5536,-273.173,-1,0,0,-21.403,,,,,35.82,,26.74,,32759,,,,
5538,-5,-1,0,0,0,,,,,92.45,,3.44,,1300,,,,
5543,-1,-1,0,0,0,,,,,50.34,,11.40,,1055,,,,
5546,-3,-1,0,0,0,,,,,76.10,,7.58,,1321,,,,
5547,1,1,0,0,0,,,,,58.82,,17.79,,1427,,,,
5548,5,1,0,0,0.101,,,,,58.19,,22.60,,2439,,,,
5603,6,1,0,0,-0.875,,,,,49.79,,36.58,,30045,,,,
5604,-3,-2,0,0,0,,,,,52.82,,18.22,,10906,,,,
5607,189,1,0,0,0,,,,,70.48,,16.07,,17008,,,,
5608,1151,5,0,0,0,,,,,24.73,,60.55,,91389,,,,
5609,-23.998,-1,0,0,1.012,,,,,46.28,,38.62,,37843,,,,
5701,18,1,0,0,0,,,,,49.24,,34.41,,51585,,,,
5704,1,1,0,0,0,,,,,79.45,,14.20,,3375,,,,
5706,32,3,0,0,0,,,,,34.27,,53.79,,28277,,,,
5864,1199.285,3,0,0,0,,,,,60.77,,20.27,,15108,,,,
5871,-4238.617,-5,-41.136,-3,-10.016,,,,,64.84,,22.36,,114497,,,,
5876,654.35,1,133,5,30,,,,,83.38,,4.66,,49990,,,,
5880,1770.4,4,407,1,305.999,,,,,71.46,,16.33,,409528,,,,
5902,-1,-1,0,0,0,,,,,81.34,,9.60,,2583,,,,
5903,1.985,3,0,0,0,,,,,88.19,,7.16,,17316,,,,
5904,52.693,1,22,4,-38.346,,,,,75.44,,16.56,,98740,,,,
5905,-65,-21,0,0,-0.549,,,,,40.56,,40.88,,45784,,,,
5906,-2,-1,0,0,0,,,,,82.47,,6.37,,958,,,,
5907,-45,-1,0,0,0,,,,,64.12,,20.30,,5470,,,,
6005,1635.141,1,4.583,1,0,,,,,66.88,,22.30,,118736,,,,
6015,1092.136,1,0,0,0,,,,,44.28,,34.97,,73037,,,,
6016,1498.409,1,0,0,0,,,,,45.04,,34.24,,79103,,,,
6020,7,1,0,0,0,,,,,96.26,,2.18,,1898,,,,
6021,20,2,0,0,0,,,,,86.97,,5.32,,4018,,,,
6023,336.264,1,0,0,0,,,,,80.96,,11.55,,18472,,,,
6024,49.986,1,0,0,0,,,,,65.60,,23.97,,17306,,,,
6026,1077.04,1,84.277,5,0,,,,,41.56,,34.16,,43739,,,,
6101,39,3,0,0,0.125,,,,,78.64,,8.04,,3354,,,,
6103,2.077,1,0,0,0,,,,,83.83,,7.52,,3148,,,,
6104,40,1,0,0,-10.014,,,,,12.26,,69.23,,56034,,,,
6108,-186.11,-2,0,0,0,,,,,49.33,,30.80,,51867,,,,
6109,34,1,0,0,-0.2,,,,,36.59,,33.72,,34349,,,,
6111,-39,-2,0,0,0,,,,,40.57,,46.49,,45754,,,,
6112,-1946.398,-1,0,0,-72.899,,,,,55.63,,36.01,,34125,,,,
6113,7,2,0,0,0.041,,,,,52.17,,36.42,,8232,,,,
6114,1,1,0,0,-0.05,,,,,65.48,,19.95,,5395,,,,
6115,-64,-1,0,0,0,,,,,56.05,,32.70,,14268,,,,
6116,15096.16,1,0,0,359.752,,,,,40.49,,50.31,,364227,,,,
6117,63,1,0,0,0,,,,,49.94,,37.68,,13966,,,,
6118,36,1,0,0,0.405,,,,,51.70,,36.84,,8899,,,,
6120,196.408,1,0,0,-0.431,,,,,55.29,,31.23,,59802,,,,
6121,108.86,1,-50,-1,-0.391,,,,,48.33,,20.42,,19709,,,,
6122,117.031,9,14.443,5,-0.093,,,,,23.04,,55.74,,35163,,,,
6123,9,1,0,0,-0.019,,,,,33.34,,43.92,,10365,,,,
6124,0,0,0,0,-0.639,,,,,92.35,,5.93,,8929,,,,
6125,-29,-1,0,0,-0.633,,,,,30.62,,58.90,,91585,,,,
6126,63.318,1,0,0,0.137,,,,,32.47,,52.60,,70381,,,,
6127,501.76,4,0,0,0.138,,,,,16.65,,71.04,,74202,,,,
6128,5.5,3,0,0,0,,,,,54.75,,28.17,,7497,,,,
6129,-36.655,-3,0,0,0.186,,,,,12.85,,74.07,,32912,,,,
6130,-21,-2,0,0,0,,,,,48.99,,23.53,,29468,,,,
6133,1132.735,4,0,0,0,,,,,42.96,,40.24,,22374,,,,
6134,110.109,4,0,0,-4.036,,,,,48.45,,37.29,,17708,,,,
6136,1,4,0,0,0,,,,,34.69,,41.17,,44986,,,,
6138,7.726,2,-80,-1,-2.361,,,,,33.96,,42.41,,31333,,,,
6139,-705.296,-1,-4,-14,-76.348,,,,,51.72,,27.99,,55276,,,,
6140,62,3,0,0,-7.618,,,,,34.47,,47.90,,9837,,,,
6141,77.604,2,0,0,0,,,,,38.46,,39.17,,18330,,,,
6142,359,4,0,0,0,,,,,51.55,,29.62,,46573,,,,
6143,29,1,0,0,-1.06,,,,,17.65,,65.77,,55661,,,,
6144,0,0,0,0,-0.102,,,,,89.54,,9.16,,1463,,,,
6146,5,4,0,0,2.927,,,,,41.82,,29.89,,20986,,,,
6147,-10197.524,-1,924,6,-195.205,,,,,60.64,,30.09,,154489,,,,
6148,-426.76,-2,0,0,-22.395,,,,,33.68,,52.96,,28281,,,,
6150,75,1,0,0,0.061,,,,,12.01,,74.31,,39938,,,,
6151,-12,-5,0,0,-0.548,,,,,22.50,,47.33,,19129,,,,
6152,333.124,4,0,0,0,,,,,16.52,,60.10,,40756,,,,
6153,972.228,1,0,0,-0.001,,,,,40.76,,42.11,,80503,,,,
6154,1,4,0,0,0,,,,,54.44,,27.91,,10648,,,,
6155,91.236,6,0,0,-3,,,,,48.65,,40.82,,15864,,,,
6156,36,4,0,0,-0.264,,,,,32.83,,47.13,,38087,,,,
6158,3,4,0,0,0.001,,,,,32.85,,43.33,,36315,,,,
6160,-5,-1,0,0,-0.085,,,,,29.99,,51.33,,48868,,,,
6161,4,6,0,0,-0.055,,,,,35.28,,48.50,,23048,,,,
6163,446.083,4,0,0,-0.671,,,,,35.21,,46.53,,46592,,,,
6164,-103,-1,0,0,0,,,,,14.76,,60.03,,46397,,,,
6165,291.002,4,0,0,0,,,,,38.38,,35.42,,41361,,,,
6166,680.302,1,0,0,41.502,,,,,65.94,,18.02,,16009,,,,
6167,-7,-1,0,0,-0.626,,,,,36.49,,42.62,,25491,,,,
6168,3108,7,0,0,2.078,,,,,49.12,,41.16,,32711,,,,
6169,0,0,0,0,-0.166,,,,,26.44,,59.51,,40783,,,,
6170,15,1,0,0,0,,,,,54.92,,33.60,,33232,,,,
6171,-2,-2,0,0,0,,,,,78.37,,8.73,,2332,,,,
6173,92.158,2,0,0,5.065,,,,,58.98,,30.26,,54389,,,,
6174,249.786,6,0,0,0.434,,,,,56.73,,32.45,,9454,,,,
6175,256,6,0,0,32.42,,,,,57.40,,34.43,,22189,,,,
6176,-1403.254,-1,-0.001,-2,-12.747,,,,,34.02,,45.45,,61614,,,,
6177,-295.936,-1,71.355,5,-6,,,,,67.61,,15.44,,20052,,,,
6179,-1864.498,-2,0,0,1.972,,,,,40.35,,37.21,,48376,,,,
6180,65.995,1,0,0,-0.073,,,,,46.53,,43.93,,57088,,,,
6182,-5992.618,-1,-98,-2,40.915,,,,,22.90,,67.60,,240462,,,,
6183,6,3,0,0,0,,,,,71.05,,13.81,,37055,,,,
6184,-57,-1,0,0,0,,,,,67.84,,19.90,,7731,,,,
6185,9,1,0,0,-0.347,,,,,37.53,,35.53,,46759,,,,
6186,206.13,4,0,0,0.667,,,,,48.62,,35.47,,61489,,,,
6187,-41.487,-1,-250,-2,6.116,,,,,30.64,,28.86,,52535,,,,
6188,-132,-2,0,0,2.401,,,,,36.84,,49.88,,68040,,,,
6189,119.023,4,0,0,2.727,,,,,24.45,,55.92,,63741,,,,
6190,647.24,2,0,0,-14.315,,,,,26.90,,55.70,,60840,,,,
6191,-22.662,-1,0,0,6.578,,,,,53.40,,35.87,,80424,,,,
6192,-5.13,-1,0,0,0,,,,,45.52,,28.86,,8295,,,,
6194,4,3,0,0,0,,,,,39.23,,28.14,,4818,,,,
6195,1,1,0,0,0.455,,,,,52.40,,40.09,,11103,,,,
6196,-139.288,-1,0,0,-77.873,,,,,65.84,,20.30,,33815,,,,
6197,-91.883,-1,0,0,-61.038,,,,,35.79,,48.15,,51954,,,,
6199,-605.96,-1,0,0,18.244,,,,,79.08,,10.09,,1858,,,,
6201,-7,-2,0,0,0,,,,,61.43,,24.89,,5938,,,,
6202,-264.695,-1,0,0,1.287,,,,,34.46,,50.18,,56904,,,,
6203,1,1,0,0,-0.09,,,,,52.21,,36.57,,10036,,,,
6204,-55,-2,0,0,-0.535,,,,,25.64,,66.53,,22644,,,,
6205,215.191,1,0,0,0.715,,,,,39.45,,44.55,,12559,,,,
6206,426.551,1,0,0,46.976,,,,,45.46,,33.82,,16076,,,,
6207,-917.961,-2,0,0,0.229,,,,,7.86,,75.61,,68586,,,,
6208,18,4,0,0,1.256,,,,,52.09,,29.31,,12125,,,,
6209,-594.785,-1,0,0,-167.207,,,,,30.01,,55.80,,62635,,,,
6210,0,0,0,0,-0.118,,,,,36.44,,33.84,,3065,,,,
6213,5292.275,2,-112,-1,115.627,,,,,55.69,,27.74,,77758,,,,
6214,-65.782,-1,1,1,0.841,,,,,60.27,,25.85,,47789,,,,
6215,81.36,1,0,0,3.083,,,,,26.40,,60.57,,56140,,,,
6216,37,1,0,0,0,,,,,29.96,,52.23,,32397,,,,
6217,-871.78,-1,0,0,-66.697,,,,,16.07,,68.20,,85490,,,,
6218,122.925,3,0,0,228.195,,,,,42.17,,34.53,,27770,,,,
6219,-11,-2,0,0,0,,,,,67.28,,20.50,,5797,,,,
6220,89.207,2,0,0,0.005,,,,,53.65,,22.80,,34517,,,,
6221,-70.05,-1,0,0,-1,,,,,72.35,,18.71,,32316,,,,
6222,6,1,0,0,-0.001,,,,,84.51,,7.42,,1838,,,,
6223,-129.352,-1,-276,-2,7.049,,,,,38.82,,29.58,,70560,,,,
6224,-59.155,-1,0,0,0,,,,,28.93,,44.00,,42001,,,,
6225,-3,-1,0,0,0,,,,,62.15,,19.75,,5571,,,,
6226,-376.1,-1,0,0,541,,,,,24.98,,56.92,,51912,,,,
6227,129.303,1,0,0,-4.019,,,,,67.60,,21.35,,7093,,,,
6229,0,0,0,0,0.001,,,,,32.80,,48.56,,30475,,,,
6230,3,3,0,0,0,,,,,87.81,,11.05,,7502,,,,
6231,35.218,4,0,0,-10.744,,,,,25.31,,54.58,,25627,,,,
6233,6,4,0,0,0,,,,,18.73,,62.11,,62027,,,,
6234,-496.04,-1,0,0,42.075,,,,,50.22,,39.89,,30728,,,,
6235,97.215,1,0,0,0.152,,,,,35.47,,51.65,,61076,,,,
6237,39,6,0,0,0.321,,,,,12.70,,73.28,,72288,,,,
6239,1581.973,4,-1231.175,-14,293.711,,,,,56.13,,32.34,,187494,,,,
6240,1,1,0,0,0,,,,,70.93,,9.49,,1043,,,,
6241,8,3,0,0,0,,,,,52.92,,33.38,,5760,,,,
6243,-4.09,-1,0,0,-0.031,,,,,17.67,,73.27,,59455,,,,
6244,-2787.973,-2,0,0,125.288,,,,,26.23,,57.30,,94216,,,,
6245,759.384,3,0,0,14.765,,,,,41.60,,40.60,,19577,,,,
6246,-2,-3,0,0,0,,,,,53.99,,27.96,,32785,,,,
6248,11,5,0,0,-0.076,,,,,43.62,,40.34,,32375,,,,
6257,3063.495,4,18,2,-49.499,,,,,37.89,,42.39,,118281,,,,
6259,49.002,6,0,0,0.112,,,,,41.09,,48.52,,9674,,,,
6261,-22,-1,0,0,-7.1,,,,,30.67,,52.09,,54912,,,,
6263,25.705,2,0,0,-0.409,,,,,40.96,,45.24,,11046,,,,
6264,0,0,0,0,-0.494,,,,,67.49,,16.47,,4127,,,,
6265,-265,-3,0,0,4.406,,,,,37.61,,46.16,,37161,,,,
6266,65,1,0,0,1.411,,,,,31.60,,47.67,,45760,,,,
6269,-1449.582,-3,0,0,60.507,,,,,25.29,,57.60,,82622,,,,
6270,31,9,0,0,0.16,,,,,36.56,,50.26,,33788,,,,
6271,113.25,6,0,0,-6.12,,,,,40.38,,41.43,,65281,,,,
6272,17,2,0,0,0,,,,,34.80,,36.29,,5281,,,,
6274,3272.654,4,-1683,-4,19.915,,,,,53.87,,27.45,,123028,,,,
6275,93,4,0,0,0.546,,,,,23.41,,61.69,,36767,,,,
6277,-11.853,-1,0,0,1,,,,,43.65,,34.23,,9899,,,,
6278,-722.251,-1,1,7,-13.01,,,,,52.11,,29.37,,43305,,,,
6279,35.397,1,0,0,-4.662,,,,,38.66,,40.89,,19888,,,,
6281,-8,-2,0,0,0,,,,,43.58,,33.55,,10323,,,,
6282,-109.667,-2,0,0,101.447,,,,,36.90,,52.77,,162261,,,,
6283,8,2,0,0,0,,,,,57.40,,28.10,,15194,,,,
6284,75.065,4,0,0,2.577,,,,,45.62,,44.53,,53747,,,,
6285,892.243,1,2,3,97.628,,,,,56.23,,29.62,,91094,,,,
6290,-941.417,-1,0,0,-62.485,,,,,28.95,,51.79,,58765,,,,
6291,-91.05,-2,0,0,2.074,,,,,62.85,,25.02,,10955,,,,
6292,57.446,4,0,0,0,,,,,39.72,,42.84,,6882,,,,
6294,2,1,0,0,0.804,,,,,33.46,,54.07,,12154,,,,
6405,163,1,0,0,0.005,,,,,37.41,,33.92,,6577,,,,
6409,-75.439,-1,-1,-4,-7.478,,,,,53.30,,20.30,,18224,,,,
6411,10.844,4,0,0,0.019,,,,,21.80,,51.83,,56145,,,,
6412,111.51,3,0,0,-4.71,,,,,74.21,,17.59,,23875,,,,
6414,-117.842,-2,0,0,1.547,,,,,48.28,,24.74,,20570,,,,
6415,-374.444,-1,-12,-3,-49.801,,,,,65.12,,10.33,,27400,,,,
6416,124.937,5,0,0,0,,,,,37.88,,37.40,,22555,,,,
6417,-4.912,-1,0,0,-0.009,,,,,54.18,,14.83,,1586,,,,
6418,27,1,0,0,-0.803,,,,,52.61,,28.24,,2353,,,,
6419,-23.987,-1,0,0,-0.048,,,,,32.17,,52.50,,27117,,,,
6423,59,4,0,0,0,,,,,23.04,,41.63,,3289,,,,
6425,150,4,0,0,-100.267,,,,,34.27,,48.37,,9440,,,,
6426,-324.11,-1,0,0,4.18,,,,,38.79,,31.04,,17474,,,,
6431,1,3,0,0,0,,,,,65.33,,16.56,,17633,,,,
6432,-131.888,-1,0,0,-0.159,,,,,16.62,,59.32,,36173,,,,
6435,0.626,2,0,0,-0.903,,,,,48.37,,40.97,,10391,,,,
6438,23.643,4,0,0,-3.841,,,,,21.78,,54.54,,46105,,,,
6441,115,6,0,0,1.901,,,,,41.86,,46.52,,35100,,,,
6442,-277.265,-1,-463,-3,-9.818,,,,,37.99,,31.39,,68594,,,,
6443,-426.2,-1,0,0,0,,,,,13.27,,77.49,,157637,,,,
6446,-626.371,-4,2.545,3,5.76,,,,,42.44,,29.19,,71575,,,,
6449,-115.423,-3,0,0,-5.198,,,,,62.00,,22.00,,32710,,,,
6451,-277.878,-1,0,0,-8.831,,,,,59.72,,29.30,,33897,,,,
