TWLV1|20260923|202609232210|1958|code,name,mkt,high,low,close,chg,lot,wan,kshares,open
5876,上海商銀,1,49.9,48.9,49.25,-0.45,5067,24955,4910219,49.7
5880,合庫金,1,27.15,26.65,26.75,-0.3,17504,46912,16072960,27.15
5906,台南-KY,1,41.5,39.95,40.9,0.7,9,37,37528,41.4
5907,大洋-KY,1,4.92,4.75,4.83,-0.01,711,341,195531,4.87
6005,群益證,1,33,32.4,32.55,0.15,6495,21256,2455297,32.6
6024,群益期,1,61.5,60.9,60.9,-0.4,136,829,266683,61.4
6108,競國,1,24.3,23.5,24,0.4,789,1884,108146,23.65
6112,邁達特,1,49.15,48,48.2,-0.6,1104,5340,188357,48.9
6115,鎰勝,1,44.35,44.1,44.15,-0.15,62,276,187662,44.35
6116,彩晶,1,15.6,14.7,15,-0.45,81652,123370,2858655,15.5
6117,迎廣,1,63.4,61.8,61.8,-0.5,151,939,92587,62.7
6120,達運,1,13.3,12.65,12.8,-0.35,4425,5706,599000,13
6128,上福,1,19.25,19.1,19.1,0,43,82,127589,19.2
6133,金橋,1,27.4,25.8,26.05,-1.15,3362,8918,117006,26.75
6136,富爾特,1,24.95,24.7,24.85,0.05,108,269,115536,24.75
6139,亞翔,1,750,720,736,21,3750,276344,235576,725
6141,柏承,1,54.4,51,51.8,1,3180,16714,113354,53.5
6142,友勁,1,9.17,9.03,9.09,0.04,189,172,304207,9.05
6152,百一,1,15.45,15,15.05,-0.3,1096,1664,167738,15.35
6153,嘉聯益,1,17.35,16.95,17.05,-0.05,2156,3688,636178,17.15
6155,鈞寶,1,57.6,55.9,56.2,0.2,537,3034,88024,56.7
6164,華興,1,12.5,12.1,12.15,-0.15,382,469,80000,12.4
6165,浪凡,1,49.25,48.1,48.5,-0.6,358,1734,77753,49.2
6166,凌華,1,135,126.5,126.5,-0.5,3938,51515,217779,128
6168,宏齊,1,43.5,40.2,41.2,-2.8,25341,105375,205762,43.5
6176,瑞儀,1,93.4,92.1,92.8,0.6,1468,13629,348770,92.7
6177,達麗,1,47.45,46.3,46.5,-0.6,1269,5916,471891,47.45
6183,關貿,1,91.4,91.2,91.2,0.1,7,61,150000,91.4
6184,大豐電,1,40.5,40.15,40.4,0,84,340,158231,40.4
6189,豐藝,1,49.45,48.15,49.1,1.1,939,4603,263826,48.15
6191,精成科,1,84.3,82.8,82.8,-1.5,1164,9698,499303,84.3
6192,巨路,1,111.5,110.5,111,0.5,81,898,96156,110.5
6196,帆宣,1,558,534,549,14,1774,96993,220330,538
6197,佳必琪,1,319.5,314,316.5,-1,924,29244,123439,317.5
6201,亞弘電,1,44.8,44.45,44.45,-0.1,12,56,89200,44.8
6202,盛群,1,59.7,57.8,59,1.2,2091,12319,230388,58.9
6205,詮欣,1,72,66.1,72,6.5,4231,30131,82236,66.1
6206,飛捷,1,141.5,138,139,-1.5,477,6611,143062,141.5
6209,今國光,1,81.5,77.5,78,0.9,6511,51407,180463,78
6213,聯茂,1,547,525,541,-2,11528,619714,363597,542
6214,精誠,1,190.5,187,190,-0.5,2530,47867,272243,190.5
6215,和椿,1,98.4,96.9,97.3,-0.2,231,2257,82790,97.8
6216,居易,1,19.9,19.55,19.55,-0.15,43,84,97296,19.7
6224,聚鼎,1,82.8,81.1,82.2,0.4,917,7505,85645,81.3
6225,天瀚,1,46.2,46.2,46.2,-5.1,175,806,27800,46.2
6226,光鼎,1,45.3,42.3,42.7,-1.5,3523,15184,115535,45.3
6230,尼得科超眾,1,113.5,111.5,111.5,0.5,28,315,86343,111.5
6235,華孚,1,40.75,38.75,39.9,1.05,824,3276,199906,38.85
6239,力成,1,297.5,286,286.5,-5.5,9330,269932,759147,295
6243,迅杰,1,41.25,37.6,41.25,3.75,1522,6143,45269,37.9
6257,矽格,1,252,238,247,-2,15500,380734,483912,250.5
6269,台郡,1,65.4,63.4,64,-0.6,1863,11949,323831,65.2
6271,同欣電,1,231,226,228.5,0.5,1750,39931,209058,230
6272,驊陞,1,26.15,25.3,25.4,-0.4,313,800,81764,26.15
6277,宏正,1,78.4,77.6,77.7,-0.6,91,708,119471,77.9
6278,台表科,1,218,204.5,209,-4.5,19014,401614,292398,212.5
6281,全國電,1,51.3,50.9,50.9,-0.2,23,116,99173,51.1
6282,康舒,1,44.2,42.8,43,0,6342,27517,856101,43.65
6283,淳安,1,19,18.65,18.95,0.2,56,106,147581,18.75
6285,啟碁,1,238,230,230,-3.5,2561,59490,483441,237.5
6405,悅城,1,43.8,41.1,41.55,-0.4,761,3197,65800,42
6409,旭隼,1,900,882,883,-5,143,12701,88254,900
6412,群電,1,74.9,74.3,74.3,0,244,1822,400769,74.5
6414,樺漢,1,380,370.5,371.5,-4.5,787,29431,151315,379.5
6415,矽力*-KY,1,440,422,426,-4,1554,66825,389453,436.5
6416,瑞祺電通,1,117.5,114,116,0.5,562,6480,73348,117
6426,統新,1,391.5,357,391.5,35.5,3159,120712,38509,359
6431,光麗-KY,1,17.45,17.2,17.45,0.05,16,28,97399,17.4
6438,迅得,1,156,152,153,0.5,146,2246,82206,155
6442,光聖,1,1545,1490,1515,5,1393,211024,81818,1525
6443,元晶,1,28.2,27,27.7,-0.7,10047,27673,512797,28
6446,藥華藥,1,1195,1160,1175,15,2241,264427,422435,1170
6449,鈺邦,1,217.5,210,210.5,-0.5,530,11249,91878,214
6451,訊芯-KY,1,432.5,415,416,-9,1320,55516,117737,430
6456,GIS-KY,1,80.9,76.5,78.6,5,26940,214242,337940,76.5
6464,台數科,1,77,77,77,-0.9,302,2358,133933,77
6472,保瑞,1,442,421.5,436,16,812,35162,128019,425
6477,安集,1,35,34.15,34.2,-0.3,684,2355,123787,34.5
6491,晶碩,1,407.5,400,407.5,3.5,168,6786,78000,405
6504,南六,1,37.15,36.4,36.75,0.05,25,92,72600,37.15
6505,台塑化,1,88.5,86.5,87.3,0.1,12810,112095,9525960,87.9
6515,穎崴,1,6070,5715,5995,230,777,462974,36445,5815
6525,捷敏-KY,1,138.5,132,133,0,911,12255,129047,135
6526,達發,1,840,761,840,76,4748,391659,167506,777
6531,愛普*,1,999,940,987,53,3925,382839,163149,940
6533,晶心科,1,264,249.5,251,-3.5,1895,48664,50651,259
6534,正瀚-創,1,91.2,90.4,90.9,0.7,21,191,102800,91.2
6541,泰福-KY,1,32.05,31,31.45,0.35,396,1246,265216,31.7
6552,易華電,1,25.25,24.2,24.9,0.65,85,211,83000,24.2
6558,興能高,1,25.95,24.6,24.8,0.35,446,1117,93789,24.6
6573,虹揚-KY,1,16.4,16,16.1,-0.1,121,195,80499,16.2
6579,研揚,1,154,150,150,-3,142,2153,169451,153
6581,鋼聯,1,109,109,109,0,4,44,111271,109
6582,申豐,1,31.3,30.8,30.8,-0.5,123,380,106174,31.3
6585,鼎基,1,106.5,105,106,0.5,42,440,72134,105
6589,台康生技,1,53.9,51.2,53.9,2,1185,6280,302068,51.9
6591,動力-KY,1,45.4,44.15,44.15,-1.3,89,399,41122,45.4
6592,和潤企業,1,58.3,57.9,58,-0.2,388,2254,641845,58.2
6598,ABC-KY,1,27.7,27.2,27.6,0.2,119,326,102819,27.4
6605,帝寶,1,140.5,138,138.5,-1.5,148,2055,165816,140.5
6606,建德工業,1,25.55,25.1,25.1,-0.05,64,162,110304,25.1
6614,資拓宏宇,1,35.6,35.5,35.55,-0.25,25,89,80661,35.55
6625,必應,1,74.3,73.7,73.8,-0.5,55,407,57972,74
6641,基士德-KY,1,16.95,16.7,16.75,-0.2,4,7,36500,16.95
6645,金萬林-創,1,12.55,12.5,12.5,-0.1,3,3,60864,12.55
6655,科定,1,124.5,124.5,124.5,0,2,25,80572,124.5
6657,華安,1,33.9,32.3,33.25,0.3,170,564,88808,32.95
6658,聯策,1,180,177,177.5,1,158,2819,38370,180
6666,羅麗芬-KY,1,45.75,44.55,45.15,0.15,14,63,47388,45.05
6668,中揚光,1,49.45,46.65,46.95,-2.45,3591,17153,107116,48.95
6669,緯穎,1,2140,2095,2105,-10,2904,611857,185841,2135
6670,復盛應用,1,273,268.5,273,2,198,5363,139387,271
6671,三能-KY,1,23.2,22.7,22.7,-0.3,8,19,60750,23.05
6672,騰輝電子-KY,1,310,298,307,5,3277,99738,81620,302
6674,鋐寶科技,1,18.4,18.2,18.4,0.2,679,1239,68222,18.2
6689,伊雲谷,1,64.9,64,64,-0.1,126,807,68000,64.5
6691,洋基工程,1,651,632,646,11,528,33975,133547,639
6695,芯鼎,1,51.2,49.9,50.1,-0.2,296,1492,106948,50.9
6698,旭暉應材,1,31.65,31.1,31.6,0.25,137,430,66390,31.65
6706,惠特,1,150.5,144,144,-5,4581,67127,78549,150
6715,嘉基,1,479.5,440.5,459.5,8,1173,54558,68274,451
6719,力智,1,188.5,183,183,-4.5,429,7906,105517,186.5
6722,輝創,1,32.7,32.45,32.55,-0.15,8,27,88400,32.7
6742,澤米,1,57.8,52.3,55.2,2.5,3936,21975,71268,52.3
6743,安普新,1,30.45,29.9,30.35,0.5,536,1616,150000,30
6753,龍德造船,1,134.5,130.5,131.5,-2,672,8870,117254,134
6754,匯僑設計,1,42,41.75,42,0.2,8,34,66000,42
6756,威鋒電子,1,101,97.7,98.5,0.9,118,1173,69990,98.5
6757,台灣虎航,1,54.7,54,54.1,-0.2,506,2753,459530,54.5
6768,志強-KY,1,62.9,62.3,62.9,0.5,163,1019,200095,62.9
6770,力積電,1,74,71.9,73.1,1.3,118631,869586,4712081,73
6771,平和環保-創,1,42.3,42,42,-0.4,14,59,31180,42.25
6776,展碁國際,1,52.4,52.2,52.4,0,35,183,91581,52.3
6781,AES-KY,1,1025,1010,1015,0,177,18029,85419,1025
6782,視陽,1,243,235,240,2.5,272,6515,63000,240
6789,采鈺,1,474,461,468,-0.5,884,41233,318299,473
6790,永豐實,1,37.95,37.75,37.75,-0.15,99,373,267129,37.95
6792,詠業,1,59.2,58.8,59.1,0.3,11,65,47875,58.8
6794,向榮生技,1,75,72.8,75,0.8,24,177,63637,74.1
6796,晉弘,1,51.3,50.6,50.9,0.5,24,123,40234,50.6
6799,來頡,1,88.7,85,87.8,2.6,497,4347,43652,85
6805,富世達,1,2750,2475,2600,100,2551,672504,68554,2490
6807,峰源-KY,1,33.35,32.4,32.85,0.4,8,26,54000,33.35
6830,汎銓,1,553,538,545,-2,799,43537,54414,548
6831,邁科,1,520,505,515,3,483,24785,67500,514
6834,天二科技,1,116.5,110.5,113.5,2,5501,62473,88471,113
6835,圓裕,1,31.75,31.05,31.2,-0.55,21,66,66172,31.7
6838,台新藥,1,26.25,24.2,26.25,2.35,890,2305,150977,24.2
6854,錼創科技-KY創,1,97.2,92.6,92.6,-1.1,207,1970,117679,95.3
6861,睿生光電,1,290,265,273,6,5901,162728,41599,267
6862,三集瑞-KY,1,143.5,138.5,139.5,1,149,2088,50000,140
6863,永道-KY,1,98.3,97,98,0.4,48,464,74888,98
6869,雲豹能源,1,73.6,70.4,71,1.5,1115,7992,137830,70.9
6873,泓德能源,1,71.8,69.1,69.5,0.4,420,2956,142649,70.3
6885,全福生技,1,31.05,29.3,30.25,0.55,1898,5713,133061,30.3
6887,寶綠特-KY,1,39,38.2,38.3,-0.7,12,46,74206,38.8
6890,來億-KY,1,150,148.5,148.5,0,77,1146,250297,148.5
6901,鑽石投資,1,15.85,15.35,15.75,0.4,1535,2406,853360,15.45
6902,GOGOLOOK,1,176.5,167.5,168.5,-1,1344,22972,35530,170.5
6906,現觀科,1,83.6,81.7,81.9,-0.9,29,242,33537,82.8
6908,宏碁遊戲-創,1,29.7,29.7,29.7,0.1,2,6,37180,29.7
6909,創控,1,42.6,41.4,41.45,-0.45,174,725,67488,42.6
6914,阜爾運通,1,121,120,120.5,0,36,437,66226,121
6916,華凌,1,18.15,18.1,18.1,-0.05,17,31,67500,18.15
6918,愛派司,1,75.4,74.5,75.1,0.3,24,180,34571,74.5
6919,康霈*,1,84.3,80.5,80.6,-2,5167,42080,1557201,84.3
6921,嘉雨思-創,1,67.5,61.2,64.9,-3.1,38,238,31837,64.5
6923,中台,1,78.9,76.3,76.7,0.6,96,744,90439,78.8
6924,榮惠-KY創,1,136,131,136,1,15,208,20624,135
6928,攸泰科技,1,47.2,46,46,0,16,76,86000,46.5
6931,青松健康,1,38.9,38.8,38.8,-0.2,34,133,66152,38.8
6933,AMAX-KY,1,350,320,350,31.5,1319,45062,42486,320
6934,心誠鎂,1,75,73.2,74.5,1.5,96,708,36130,73.2
6936,永鴻生技,1,31.8,31.7,31.7,-0.25,10,31,72804,31.8
6937,天虹,1,306,297.5,300,-1.5,359,10799,67655,303.5
6944,兆聯實業,1,738,723,731,9,316,23143,99694,727
6947,台鎔科技,1,68.5,67.5,67.5,-1,150,1015,106126,68.2
6949,沛爾生醫*-創,1,51,49.25,50.3,-0.5,2871,14402,1311601,49.25
6951,青新-創,1,70.2,69.3,69.3,0,15,104,52000,70.2
6955,邦睿生技-創,1,95,94,95,0,8,76,30381,94
6957,裕慶-KY,1,305,295,295.5,-7.5,500,14906,55560,300
6958,日盛台駿,1,17.7,17.4,17.4,-0.1,33,58,421454,17.7
6962,奕力-KY,1,32.15,31.55,31.55,-0.35,1161,3679,492397,32.15
6965,中傑-KY,1,69.2,68.3,68.6,-0.6,24,162,156336,68.6
6969,成信實業*-創,1,32.1,31.8,31.8,-0.45,91,292,43857,31.95
6988,威力暘-創,1,12.05,11.8,11.9,0,45,53,47600,12.05
6994,富威電力,1,27.6,27.15,27.3,0,207,568,74162,27.3
7610,聯友金屬-創,1,1905,1825,1825,-80,509,94520,58305,1905
7631,聚賢研發-創,1,139.5,138,138,-0.5,41,572,20142,139
7689,大鵬科CLMX,1,161.5,156,157.5,-2.5,29,462,58507,161
7705,三商餐飲,1,30.05,29.95,30,0.05,11,34,66067,30
7711,永擎,1,561,538,543,6,737,40380,71700,545
7721,微程式,1,62.6,62,62,-0.1,31,195,55370,62.1
7722,LINEPAY,1,266.5,261,262,1.5,44,1158,71400,261.5
7730,暉盛-創,1,173.5,170,170.5,-1.5,55,935,36797,172
7736,虎山,1,69.4,68,69.4,1.2,48,328,76000,68.2
7740,熙特爾-創,1,120,110.5,111.5,-8.5,406,4614,60000,120
7749,意騰-KY,1,411.5,377,402,22,659,26295,46486,377
7750,新代,1,1980,1915,1950,5,101,19618,71843,1980
7760,享溫馨,1,33.3,32.5,33.3,0.8,43,141,66048,32.8
7765,中華資安,1,244,240,243,2,162,3914,40681,240
7768,頌勝科技,1,293.5,289,292,-1.5,55,1613,70065,292
7769,鴻勁,1,6200,5965,5975,-180,697,419223,179930,6170
7780,大研生醫*,1,16.25,16.1,16.2,0.1,625,1010,810024,16.15
7786,東方風能,1,118.5,117,117,-1,57,671,175954,118
7788,松川精密,1,294.5,282,290,-0.5,914,26344,79746,292
7791,皇家可口,1,55.8,55.6,55.6,-0.1,7,40,80000,55.7
7795,長廣,1,524,490,490.5,-14.5,1222,61594,78828,518
7799,禾榮科,1,558,508,531,23,2546,139374,158245,508
7803,雲象科技-創,1,18.25,17.95,18.05,-0.2,60,108,94413,18.15
7812,稜研科技*-創,1,74.4,70.6,70.9,0.9,225,1633,60419,73
7818,溢泰實業,1,60.5,59.8,60.2,0.1,26,155,167946,60.5
7821,神數,1,37,36.7,36.8,-0.25,128,471,121913,37
7822,倍利科,1,892,866,883,18,102,8952,45561,888
7823,奧義賽博-KY創,1,81,80.2,80.4,0.4,24,194,33491,81
7827,漢康-KY創,1,165,160.5,163,0,287,4662,140816,163
7835,永悅健康-創,1,20.35,19.8,20,-0.05,69,137,46544,20.35
7855,和運租車,1,42.15,42,42,0,356,1498,192528,42.1
8011,台通,1,16.3,15.9,15.9,-0.15,631,1014,165922,16.05
8016,矽創,1,289,281,281.5,-0.5,367,10398,120137,282.5
8021,尖點,1,480,464,478,1,2017,95552,145042,471.5
8028,昇陽半導體,1,265,254,258,-5.5,5523,142403,183550,264
8033,雷虎,1,172,168,168.5,-1,1446,24474,164630,172
8039,台虹,1,264,253,256,-6.5,8527,218887,263804,264
8045,達運光電,1,53.7,52.6,52.6,-1.2,266,1401,95042,53.3
8046,南電,1,1225,1150,1210,45,17567,2100462,646165,1185
8070,長華*,1,50.3,49.55,49.55,-0.35,1029,5121,725648,50.2
8072,陞泰,1,27.35,27.1,27.15,-0.15,75,203,80000,27.3
8081,致新,1,254.5,250.5,250.5,-1.5,185,4654,86172,254.5
8101,華冠,1,11.45,11.45,11.45,0.1,1,1,52166,11.45
8103,瀚荃,1,129,122,123.5,1,5647,70613,78437,123.5
8104,錸寶,1,31.15,30.8,30.85,0.1,196,608,104058,30.85
8105,凌巨,1,15.3,14.9,14.9,-0.4,1429,2147,441545,15.3
8110,華東,1,51.4,48.6,49.7,0.75,25501,127030,517740,49.6
8112,至上,1,82.9,82.2,82.6,0.4,3702,30540,565293,82.7
8114,振樺電,1,177.5,174.5,175,-1,318,5603,76488,176
8131,福懋科,1,63.1,61.3,61.4,0,2123,13171,442222,62.2
8150,南茂,1,116,105,107,1.5,116219,1279037,704523,110
8162,微矽電子-創,1,65,59.7,63,3.2,929,5879,68702,59.7
8163,達方,1,30.35,29.75,29.8,-0.5,494,1478,280000,30.3
8201,無敵,1,12.25,11.8,12.1,-0.2,52,63,62366,12.05
8210,勤誠,1,912,891,892,-6,1254,112618,125619,906
8213,志超,1,33.5,33.05,33.15,-0.1,167,553,271242,33.5
8215,明基材,1,28.8,27.6,27.85,-0.5,2097,5905,320675,28.35
8222,寶一,1,35.4,35.05,35.2,-0.05,135,475,68574,35.3
8249,菱光,1,39.75,39,39.55,0.3,134,530,137824,39
8261,富鼎,1,183.5,175,180.5,4,3534,63429,118878,180
8271,宇瞻,1,204,200,200.5,-1,1098,22087,129614,203
8341,日友,1,75.1,74.6,74.6,-0.1,89,668,130000,74.8
8367,建新國際,1,40.6,40.25,40.25,-0.25,26,106,92172,40.6
8374,羅昇,1,77.3,76.1,76.1,-0.4,122,930,112250,76.1
8404,百和興業-KY,1,13.8,13.6,13.7,0.15,233,319,419934,13.7
8411,福貞-KY,1,12.5,12.2,12.2,-0.25,104,128,221139,12.45
8422,可寧衛*,1,25.85,25.65,25.65,-0.05,2412,6204,1358763,25.75
8429,金麗-KY,1,5.92,5.85,5.87,-0.01,255,150,185747,5.92
8438,昶昕,1,78.6,73,78,3.4,1526,11606,69943,78
8442,威宏-KY,1,45.95,45.1,45.1,-1.1,54,247,70170,45.85
8443,阿瘦,1,11.25,11.25,11.25,0,8,9,66800,11.25
8454,富邦媒,1,244.5,240.5,244.5,3.5,315,7647,264975,241
8462,柏文,1,160.5,157.5,158,-2,89,1419,80387,159
8463,潤泰材,1,21.3,20.95,21.05,-0.1,85,179,150000,21.1
8464,億豐,1,382,373.5,374.5,-0.5,232,8758,293020,375
8466,美吉吉-KY,1,16.2,16,16.05,0.05,50,80,79446,16
8467,波力-KY,1,87.8,87,87.7,-1.3,9,82,48374,87.5
8473,山林水,1,38.95,38.65,38.85,0.2,296,1147,182307,38.85
8476,台境*,1,19.75,19.45,19.5,0,89,175,166226,19.75
8478,東哥遊艇,1,140,139,139.5,0,54,757,93972,139
8481,政伸,1,41.1,40.95,40.95,-0.15,6,25,66602,41
8482,商億-KY,1,47.5,46.8,47.2,-0.8,3,14,107444,47.5
8487,愛爾達-創,1,70.4,70.1,70.1,-1.4,8,54,26535,70.3
8488,吉源-KY,1,10.35,9.9,9.92,-0.07,354,358,73500,9.9
8499,鼎炫-KY,1,256,252,253,0.5,12,308,41166,252.5
8926,台汽電,1,59.2,58.3,58.4,-0.3,1477,8650,830282,59.2
8940,新天地,1,15.5,14.95,14.95,0.05,29,44,67491,15.5
8996,高力,1,1640,1515,1540,-115,5777,905859,93502,1640
9103,美德醫療-DR,1,5.03,4.95,5,0.04,549,274,549411,4.99
9105,泰金寶-DR,1,8.41,8.3,8.33,-0.02,14361,11989,10450003,8.37
9110,越南控-DR,1,2.92,2.52,2.92,0.23,35,9,907680,2.52
9136,巨騰-DR,1,9.45,9.1,9.19,-0.09,432,400,1200008,9.29
9802,鈺齊-KY,1,64.6,63.5,64.2,0.7,294,1887,200992,63.9
9902,台火,1,13.45,13.3,13.3,-0.15,54,72,98050,13.45
9904,寶成,1,25.05,24.55,24.9,0.3,10885,27084,2946787,24.8
9905,大華,1,21.25,21.15,21.2,0,61,130,305000,21.25
9906,欣巴巴,1,40.7,38.75,39.95,-0.15,49,195,90376,38.75
9907,統一實,1,15,14.85,14.85,-0.05,582,868,1579145,15
9908,大台北,1,29.05,28.95,28.95,-0.05,82,237,516358,29
9910,豐泰,1,70.6,68.9,70,1.4,1710,11961,987483,69
9911,櫻花,1,81.8,81.4,81.5,0,113,921,222332,81.8
9912,偉聯,1,12.95,12.85,12.9,-0.1,34,44,53793,12.95
9914,美利達,1,67,66.4,66.4,-0.3,1636,10899,298984,66.8
9917,中保科,1,107,106,106.5,0.5,230,2446,451197,106.5
9918,欣天然,1,43.3,42.7,42.7,-0.3,35,150,180537,43.3
9919,康那香,1,14.1,13.95,14,0,166,232,195363,14.05
9921,巨大,1,91,89,90.3,0.6,560,5035,392065,89.7
9924,福興,1,37.9,37.8,37.8,0,79,298,150762,37.8
9925,新保,1,39.8,39.7,39.75,0.1,295,1174,387490,39.75
9926,新海,1,49.35,49.05,49.05,-0.25,4,18,179504,49.35
9927,泰銘,1,70.5,70.3,70.3,0.1,94,662,120000,70.4
9928,中視,1,17.65,17.6,17.6,-0.05,9,16,70725,17.65
9929,秋雨,1,11.05,10.9,10.9,-0.1,4,5,101280,11.05
9930,中聯資源,1,61.1,60.5,60.8,0,91,553,248540,61.1
9931,欣高,1,33.95,33.9,33.9,-0.05,3,11,120369,33.95
9933,中鼎,1,41.35,40.95,41.1,0.2,942,3873,944437,41.05
9934,成霖,1,9.91,9.84,9.84,0.02,373,368,411017,9.87
9935,慶豐富,1,18.4,18.2,18.3,-0.05,211,386,177839,18.35
9937,全國,1,54.5,54.2,54.2,0,11,60,309043,54.5
9938,百和,1,38.9,38.3,38.35,0,970,3745,297964,38.4
9939,宏全,1,126,124.5,125,-0.5,345,4310,295786,125.5
9940,信義,1,20.45,20.2,20.3,-0.05,414,784,736846,20.45
9941,裕融,1,80.3,79.1,79.7,0,886,7049,575636,80.3
9942,茂順,1,114.5,113.5,114,-0.5,35,404,83161,114.5
9943,好樂迪,1,50.5,50.5,50.5,0.1,36,181,125172,50.5
9944,新麗,1,17.25,17.1,17.15,-0.05,29,50,105908,17.2
9945,潤泰新,1,29.75,28.95,29.55,0.6,8610,25381,2844225,29.2
9946,三發地產,1,17.5,17.3,17.3,0.05,138,240,326554,17.4
9955,佳龍,1,23.4,23.15,23.2,-0.1,148,343,104425,23.15
9958,世紀鋼,1,92.5,91.1,91.9,0.8,1038,9531,246897,91.6
1240,茂生農經,2,55,54.6,54.7,-0.1,9,49,44232,55
1264,德麥,2,244.5,242,244.5,0.5,21,510,37052,244
1268,漢來美食,2,176,172,174.5,0,31,540,42224,175
1294,漢田生技,2,50.8,50.2,50.7,-0.1,17,86,36626,50.8
1295,生合,2,45.9,45,45.3,0.55,29,131,37600,45.9
1336,台翰,2,17.2,16.95,16.95,0.05,114,195,77614,17
1565,精華,2,97.1,95.9,96,-0.3,66,635,50417,96.3
1569,濱川,2,65.2,63,63.3,-0.9,4405,28217,144247,64.2
1570,力肯,2,32.5,32.1,32.5,0.2,50,161,51501,32.3
1580,新麥,2,96.6,96.4,96.5,-0.1,10,96,49339,96.5
1584,精剛,2,18.3,17.95,18.1,0,334,604,232471,18.2
1586,和勤,2,17.95,17.8,17.95,0,152,272,129500,17.95
1591,駿吉-KY,2,42,39.45,41.6,1.05,389,1582,38048,41.2
1593,祺驊,2,32,31.95,31.95,0.05,9,29,39785,32
1595,川寶,2,81.5,76.7,78.5,,6312,50426,57555,77
1599,宏佳騰,2,23.25,23.1,23.1,0,6,14,73029,23.25
1742,台蠟,2,17.6,17.35,17.5,0,64,112,92671,17.6
1777,生泰,2,74.5,73.6,74.1,-0.2,67,495,44592,74.5
1780,立弘,2,25.2,24.8,24.85,-0.35,95,238,109075,25.05
1781,合世,2,10.1,10.05,10.05,-0.05,3,3,47408,10.1
1784,訊聯,2,62.7,61,62.5,2.1,194,1201,53121,61
1785,光洋科,2,98.6,96.2,96.5,0.5,4398,42701,595951,96.4
1788,杏昌,2,128,127.5,127.5,0,17,217,44521,127.5
1796,金穎生技,2,30.3,29.5,30,0.45,7,21,41460,30.3
1799,易威,2,29,28.55,28.8,0.1,30,86,248776,28.7
1813,寶利徠,2,11.35,11.3,11.35,-0.15,4,5,46636,11.3
1815,富喬,2,124.5,119.5,120,-2,32320,392738,585459,122.5
2035,唐榮,2,27,26.05,27,0,17,45,350000,26.05
2061,風青,2,56.7,54.9,55.8,0.7,1591,8829,57378,55.5
2063,世鎧,2,23.75,23.6,23.6,-0.3,12,28,48101,23.75
2064,晉椿,2,12,11.8,11.8,-0.15,10,12,69330,11.85
2065,世豐,2,35.25,35,35.1,0.05,50,175,63517,35.05
2066,世德,2,53.3,52.2,52.8,0.3,58,303,44450,53.3
2067,嘉鋼,2,5.57,5.01,5.51,0.22,9,5,33858,5.57
2070,精湛,2,62.2,60.6,60.8,-0.8,70,427,41783,61.6
2073,雄順,2,25.95,25.9,25.9,0.05,3,8,27500,25.9
2221,大甲,2,168.5,149.5,158.5,4.5,19970,320131,42325,166
2230,泰茂,2,21.5,21.25,21.25,-0.1,280,598,68030,21.35
2596,綠意,2,35.4,34.9,35,0.3,63,221,100000,35.1
2640,大車隊,2,160,156.5,157.5,-2,38,603,59265,159.5
2641,正德,2,17.65,17.5,17.5,-0.05,986,1731,330334,17.55
2643,捷迅,2,62.9,62.9,62.9,0,1,6,35000,62.9
2718,全心投控,2,41.1,40.65,40.65,-0.45,20,82,87576,41.05
2719,燦星旅,2,19.65,19.55,19.55,-0.1,6,12,69182,19.6
2724,藝舍-KY,2,12.95,11.65,12.3,0.05,4,5,59656,12.95
2726,雅茗-KY,2,8.2,8,8.05,0.01,51,41,37690,8.2
2729,瓦城,2,159.5,157,157.5,-1.5,14,222,43041,159.5
2732,六角,2,66.5,62,65,2.2,95,609,46519,62.2
2734,易飛網,2,14.5,14.4,14.5,0,36,52,57260,14.5
2736,富野,2,11.35,11.25,11.25,-0.05,68,77,79972,11.35
2740,華軒,2,30.85,30.85,30.85,-0.3,1,3,16762,30.85
2743,山富,2,55,54,54,-0.3,31,169,46815,55
2745,五福,2,85.1,84.3,84.9,0.6,87,738,33809,84.3
2751,王座,2,54.4,53,54.4,-0.1,4,22,19811,54.4
2752,豆府,2,179,173,178.5,-0.5,13,230,26694,179
2754,亞洲藏壽司,2,69.3,68.2,68.6,0,21,144,46907,69.3
2755,揚秦,2,99.5,99.5,99.5,0,11,109,46792,99.5
2756,聯發國際,2,63.2,61.1,62.9,0.4,25,156,24598,62.5
2916,滿心,2,40.65,40.25,40.35,0.05,39,158,64627,40.5
2924,宏太-KY,2,19.05,19.05,19.05,0.05,1,2,52036,19.05
2926,誠品生活,2,30.1,30,30.1,0.1,2,6,47390,30
2938,床的世界,2,19,18.4,18.8,0.4,223,416,20140,18.4
2941,米斯特,2,31.45,31.45,31.45,-0.15,1,3,15390,31.45
2947,振宇五金,2,60.5,60.4,60.4,-0.1,3,18,23642,60.5
2948,寶陞,2,37.4,36.1,37.15,0.5,13,48,32000,37.4
3066,李洲,2,29.05,27.25,27.25,-0.8,1457,4081,83071,28.1
3067,全域,2,16.55,16.55,16.55,0,1,2,20000,16.55
3071,協禧,2,23.35,23.05,23.05,0,96,222,110000,23.15
3073,天方能源,2,20.65,20.3,20.3,0,30,61,39511,20.3
3078,僑威,2,45.5,45,45.2,-0.45,482,2177,227391,45.5
3081,聯亞,2,2845,2585,2680,-145,4144,1107757,101869,2825
