code,big,small,holders
2705,60.58,26.12,83185
2706,81.55,9.40,16044
2707,54.73,33.13,18056
2712,86.86,6.02,2012
2714,0.00,99.98,3933
2717,0.00,1.88,8
2718,88.24,8.32,2621
2719,89.18,8.65,3278
2720,48.90,21.47,2751
2722,82.28,9.86,4894
2723,61.77,21.16,8907
2724,81.39,8.33,1028
2726,49.97,25.69,2434
2727,17.12,42.99,148792
2729,59.55,27.43,6174
2730,86.67,6.89,2322
2731,34.93,47.33,30497
2732,54.15,35.29,6046
2733,75.36,16.21,684
2734,31.34,52.37,28680
2735,0.00,99.99,21
2736,46.33,30.97,6291
2738,94.86,0.37,57
2739,69.14,20.37,5354
2740,72.53,10.20,2928
2741,48.86,24.37,1726
2743,50.27,42.25,6729
2745,51.28,42.42,5250
2748,59.44,31.27,9549
2749,33.27,9.29,248
2750,88.06,0.86,180
2751,60.31,25.18,1558
2752,40.59,20.54,2574
2753,43.84,34.02,11882
2754,66.51,20.89,4337
2755,58.23,22.40,3844
2756,53.58,16.48,1599
2758,46.27,17.08,7436
2759,100.00,0.00,1
2760,84.47,4.19,169
2761,46.07,23.42,670
2762,80.86,9.97,6155
2801,74.11,14.69,282214
2807,0.00,95.22,7181
2811,26.43,48.32,52214
2812,54.03,27.99,248123
2816,75.21,11.22,10430
2820,62.31,25.13,73435
2825,0.00,90.81,9437
2827,29.70,45.85,30310
2831,57.24,26.36,42051
2832,63.31,21.00,19593
2834,54.93,26.83,395149
2836,82.70,9.89,35385
2836A,33.25,31.18,2787
2838,88.75,6.73,50637
2838A,61.79,20.35,5978
2841,50.11,28.09,60334
2845,71.26,15.61,99414
2849,97.98,0.99,9836
2850,57.82,22.98,17860
2851,66.59,20.44,27445
2852,53.79,21.82,21685
2855,72.93,14.81,56285
2880,79.63,12.85,471698
2881,84.60,10.21,377248
2881A,88.06,7.24,18292
2881B,91.98,4.01,18100
2881C,81.47,10.76,53087
2882,83.51,10.87,399731
2882A,93.22,3.53,18498
2882B,94.26,2.82,19033
2883,65.47,22.86,722527
2883B,56.97,20.83,68349
2884,70.33,18.85,624871
2885,80.42,13.11,458836
2886,81.94,13.66,457269
2887,71.62,17.01,714172
2887E,83.66,9.94,12867
2887F,85.87,7.36,13043
2887G,34.74,33.25,16769
2887H,63.39,18.42,20453
2887I,67.04,18.03,266236
2887Z1,87.55,6.37,17977
2889,69.28,22.61,221511
2890,78.12,13.82,451689
2891,79.11,13.75,578626
2891B,93.54,3.72,24703
2891C,90.86,4.76,24128
2892,68.48,19.64,435884
2897,82.56,8.56,27275
2897B,77.81,9.83,4831
2901,71.60,13.71,13552
2902,36.81,38.69,11477
2903,76.73,14.86,58558
2904,50.17,37.95,16802
2905,81.04,10.44,26949
2906,59.26,25.99,17575
2908,90.13,5.36,10780
2910,92.95,1.12,1364
2911,40.98,44.97,39630
2912,79.67,12.37,74487
2913,50.14,31.81,113109
2915,64.05,21.14,57897
2916,51.07,30.13,4625
2920,35.79,55.53,974
2923,99.36,0.31,5102
2924,84.08,4.63,462
2926,65.20,14.89,2124
2929,24.98,51.52,50361
2936,98.55,0.22,154
2937,71.58,5.70,943
2938,67.54,25.31,1469
2939,53.88,13.71,7041
2940,16.94,6.30,238
2941,20.62,15.73,3069
2942,88.06,6.34,1649
2945,83.48,13.65,3174
2947,54.68,17.29,11683
2948,69.09,13.98,1080
2949,62.46,7.93,2806
3001,10.82,62.59,6674
3002,59.19,28.02,9147
3003,53.33,32.55,15846
3004,45.77,29.92,18306
3005,68.70,19.69,48584
3006,45.13,34.98,68791
3008,40.98,27.13,123794
3010,51.70,26.89,50006
3011,27.20,49.84,48830
3013,39.93,49.43,48269
3014,20.97,53.60,54295
3015,54.48,28.54,16962
3016,71.77,20.02,35538
3017,54.56,18.01,97831
3018,62.19,30.73,36599
3019,32.69,53.73,96143
3020,99.45,0.52,1634
3021,65.36,24.30,8465
3022,60.35,26.52,17141
3023,56.74,16.64,51487
3024,37.95,35.13,57474
3025,12.38,64.31,41509
3026,36.81,34.14,72231
3027,33.48,47.60,47697
3028,37.68,49.27,55081
3029,35.21,47.25,64069
3030,51.18,32.65,35868
3031,57.42,35.37,17549
3032,44.39,35.22,33090
3033,32.11,49.45,97224
3034,60.15,17.15,89692
3035,26.84,60.24,112244
3036,77.76,12.27,87776
3037,70.86,14.20,273127
3038,33.30,47.74,49821
3039,17.71,42.70,5427
3040,64.61,25.03,23169
3041,23.07,65.09,69748
3042,49.18,34.21,88750
3043,14.40,60.85,54686
3044,69.23,11.03,33717
3045,90.43,5.13,59330
3046,46.74,38.04,19898
3047,14.98,70.05,67570
3048,41.90,45.58,80733
3049,43.15,44.96,118807
3050,42.21,39.54,42102
3051,25.68,51.04,66588
3052,48.01,28.82,48936
3053,27.94,27.11,1489
3054,85.16,8.17,3384
3055,56.01,25.13,28226
3056,27.47,52.26,71612
3057,32.89,52.41,37308
3058,15.12,63.21,49777
3059,19.33,66.16,95536
3060,12.43,64.16,70085
3062,16.30,65.77,72324
3064,60.15,26.67,2935
3065,78.86,10.74,1469
3066,67.25,18.20,5022
3067,63.62,16.13,755
3069,35.56,55.63,1424
3070,18.25,20.62,172
3071,55.16,34.60,11178
3072,0.00,49.25,58
3073,37.96,27.65,4161
3075,70.68,21.68,431
3076,53.02,15.68,31
3077,0.00,64.41,90
3078,28.40,54.09,59079
3079,19.24,52.32,4365
3081,30.15,34.56,80519
3082,0.00,58.50,66
3083,53.10,38.14,8780
3084,0.00,71.72,225
3085,87.92,6.03,2904
3086,83.02,10.94,7958
3087,97.95,1.99,443
3088,37.29,39.77,16592
3090,54.81,33.86,71444
3091,0.00,99.97,95
3092,30.31,48.57,32016
3093,71.63,19.33,7762
3094,24.76,58.22,40865
3095,41.42,34.51,25363
3096,38.62,32.14,666
3097,81.35,5.90,635
3098,0.00,84.91,76
3099,23.21,40.50,13803
3105,49.69,36.32,125535
3114,41.57,34.87,7780
3115,85.38,8.34,17843
3116,83.52,12.33,18
3117,42.70,28.70,1512
3118,18.51,42.77,41913
3122,15.85,60.86,46109
3126,31.93,31.33,2744
3128,23.78,54.63,49102
3130,49.30,36.84,7388
3131,35.29,30.39,30894
3133,46.91,18.88,492
3135,43.32,43.56,22146
3137,0.00,67.50,80
3138,18.98,63.70,32153
3141,10.28,58.66,31761
3142,38.74,27.75,5169
3146,0.00,7.45,16
3147,47.60,31.48,7307
3149,19.51,63.11,67011
3150,46.29,30.13,5745
3151,26.17,50.20,656
3152,28.24,40.15,8785
3158,23.46,34.59,1751
3159,20.39,48.05,483
3161,82.62,3.74,179
3162,55.63,30.25,14601
3163,17.59,61.17,99273
3164,40.03,32.78,22703
3166,94.66,2.09,98
3167,41.64,28.75,28368
3168,66.90,15.29,2521
3169,28.58,48.22,27528
3171,71.98,17.32,2273
3176,30.53,48.05,45560
3177,60.86,16.75,205
3178,61.31,25.81,4601
3179,16.07,21.26,110
3184,47.66,32.81,3587
3185,0.00,28.03,32
3186,77.49,20.57,2283
3188,68.40,15.83,7358
3189,68.03,19.48,123223
3190,71.03,5.99,59
3191,47.59,33.07,18246
3192,0.00,53.95,7
3193,0.00,99.98,13
3194,53.63,12.55,161
3196,0.00,100.00,2
3202,19.46,62.55,37700
3205,61.71,23.06,31212
3206,42.69,33.24,23256
3207,22.48,41.20,21317
3208,46.49,32.02,107
3209,34.32,47.09,56719
3211,39.19,44.02,82755
3212,0.00,69.12,13
3213,16.70,55.90,46855
3216,0.00,99.99,5
3217,31.08,48.12,15881
3218,48.78,35.91,18142
3219,76.22,12.94,3818
3221,10.12,61.55,48262
3222,0.00,99.99,11
3223,0.00,18.69,31
3224,63.52,20.55,16488
3226,71.15,5.44,1233
3227,25.19,48.94,57120
3228,19.55,64.89,34397
3229,67.46,26.09,11278
3230,46.65,37.85,19484
3231,65.09,25.44,351243
3232,43.95,29.35,14674
3233,0.00,99.97,38
3234,26.11,52.87,46629
3236,26.49,60.59,64320
3237,0.00,87.73,104
3239,0.00,5.52,9
3240,99.94,0.04,3
3252,66.59,13.22,2631
3257,37.10,47.30,28651
3258,7.58,79.53,91896
3259,62.64,18.99,3820
3260,28.41,56.40,141309
3264,65.14,20.36,74633
3265,59.63,24.71,15698
3266,89.14,5.51,3678
3267,26.87,41.62,533
3268,28.51,49.72,42764
3272,45.51,43.17,9116
3274,0.00,11.17,34
3276,53.88,29.79,47210
3278,0.00,99.98,18
3279,0.00,54.47,113
3280,100.00,0.00,1
3283,15.13,26.66,146
3284,66.72,21.78,21772
3285,51.74,18.93,9796
3286,0.00,99.98,45
3287,48.76,31.07,3877
3288,36.75,33.58,11395
3289,13.05,62.42,58834
3290,40.59,31.45,26101
3293,45.95,35.63,108091
3294,46.98,40.37,16230
3295,0.00,99.97,18
3296,70.72,15.31,7019
3297,36.60,40.60,9780
3301,70.30,10.80,996
3302,0.00,1.84,3
3303,35.03,40.01,14200
3304,9.88,37.98,424
3305,35.71,49.84,60965
3306,43.14,45.03,29769
3308,59.07,31.27,10342
3309,53.91,8.58,24
3310,70.43,8.99,1718
3311,50.59,33.35,39118
3312,42.55,49.67,69030
3313,74.35,18.66,34147
3317,24.07,60.29,61839
3318,41.84,19.21,925
3320,0.00,6.08,5
3321,37.66,38.82,28373
3322,29.32,49.68,64976
3323,15.50,71.79,69171
3324,36.37,28.29,55570
3325,14.78,53.70,61106
3328,0.00,25.13,42
3330,0.00,100.00,4
3332,77.98,7.62,1710
3333,0.00,99.99,4
3334,89.35,4.46,127
3338,22.59,58.06,62058
3339,13.83,59.49,31115
3342,33.08,25.50,762
3343,39.29,28.54,869
3344,0.00,15.94,40
3345,93.93,1.49,101
3346,20.50,60.91,39390
3348,0.00,43.14,46
3349,26.89,23.98,1676
3350,0.00,57.37,923
3353,0.00,100.00,1
3354,70.56,25.60,6846
3355,0.00,99.99,8
3356,27.84,54.03,13809
3357,41.44,29.81,21034
3360,16.99,61.73,46819
3361,68.18,8.94,389
3362,49.06,34.99,32115
3363,28.06,46.31,71560
3364,0.00,58.92,216
3366,0.00,100.00,2
3369,54.42,33.88,4634
3370,0.00,70.10,47
3371,78.30,11.23,26
3372,50.98,38.82,57164
3373,24.99,63.39,35517
3374,64.17,26.18,49048
3376,27.56,48.64,57798
3377,35.71,14.17,241
3379,24.78,61.50,29803
3380,63.11,28.22,42917
3381,0.00,99.99,7
3383,38.50,40.31,11620
3386,100.00,0.00,1
3388,29.65,48.68,15221
3390,17.95,51.52,56190
3391,52.44,16.91,928
3394,0.00,76.36,162
3397,0.00,92.82,1813
3401,0.00,42.01,9
3402,24.52,59.73,38541
3404,0.00,81.65,50
3406,39.78,23.03,34666
3408,0.00,99.99,10
3412,84.95,11.17,261
3413,41.98,43.43,28066
3414,0.00,99.96,252
3416,51.58,32.15,9464
3419,24.06,54.10,30604
3430,33.52,53.22,33243
3431,46.69,37.18,12537
3432,58.48,26.78,3503
3434,33.02,40.00,9281
3437,19.88,66.15,47137
3438,43.53,48.72,28309
3441,11.45,62.35,34926
3443,51.28,20.25,45271
3444,38.57,40.98,5047
3447,51.20,31.46,5773
3450,31.32,46.98,78609
3455,11.28,51.92,44133
3462,100.00,0.00,1
3463,100.00,0.00,1
3465,58.20,19.03,4560
3466,33.76,39.55,28997
3467,55.40,25.83,2584
3469,42.15,11.91,191
3471,25.60,35.66,503
3472,43.84,25.37,1709
3473,67.92,9.38,270
3475,0.00,99.96,1777
3479,30.26,50.20,37494
3481,32.42,53.09,996700
3482,16.87,48.56,527
3483,13.05,67.97,52370
3484,24.43,49.91,47074
3485,33.54,31.66,7270
3489,79.83,13.19,2699
3490,19.07,62.01,34341
3491,22.66,42.03,64003
3492,41.95,36.05,2826
3494,56.76,27.74,17999
3496,70.66,10.66,205
3497,23.86,38.67,112
3498,48.11,33.97,53995
3499,41.85,48.17,41453
3501,42.49,40.46,12232
3502,12.40,39.01,283
3504,60.57,28.68,13156
3505,87.89,12.07,160
3506,0.00,59.32,606
3507,75.26,9.31,278
3508,37.53,44.30,67413
3511,51.13,40.64,9383
3512,64.42,20.05,4810
3513,51.88,0.20,25
3515,61.80,21.71,13669
3516,67.72,13.15,3145
3517,0.00,63.86,663
3518,26.08,41.29,29821
3519,46.45,40.55,65059
3520,28.63,44.39,48041
3521,78.97,11.22,39645
3522,50.31,28.95,28090
3523,78.36,11.25,7776
3524,39.39,17.13,301
3526,29.46,34.10,20954
3527,20.06,55.27,25023
3528,62.60,25.03,5565
3529,31.34,24.71,26872
3530,53.68,36.57,15931
3531,60.81,11.79,1821
3532,87.97,7.10,23750
3533,44.16,23.47,37152
3535,24.14,61.55,43282
3536,65.12,25.22,6379
3537,23.54,62.12,44991
3540,21.90,67.26,59603
3541,24.84,44.35,17972
3542,0.00,27.19,34
3543,49.68,23.72,24777
3544,0.00,99.95,578
3545,19.26,65.11,81633
3546,23.07,52.39,34486
3548,24.21,56.74,40605
3549,0.00,69.39,239
3550,32.88,47.56,51553
3551,34.23,42.52,13867
3552,32.42,54.28,55136
3554,87.29,8.24,135
3555,77.74,12.85,4311
3556,13.67,73.53,64337
3557,53.32,31.08,20099
3558,47.07,43.58,12051
3560,59.92,13.67,194
3563,39.11,38.50,36712
3564,59.07,32.59,6452
3566,60.69,10.88,10580
3567,7.93,64.32,33620
3568,46.71,17.45,186
3570,45.25,39.22,2900
3571,0.00,89.39,416
3572,29.87,23.31,330
3574,0.00,22.34,15
3576,35.11,50.29,211959
3577,52.36,21.84,4620
3579,65.76,22.76,6150
3580,7.21,62.71,41064
3581,48.54,32.00,7185
3583,46.74,30.75,31755
3584,18.43,60.10,21932
3585,34.96,51.12,14665
3586,0.00,36.46,88
3587,21.81,56.93,29884
3588,18.58,61.10,49295
3591,45.60,37.81,17175
3592,24.87,50.86,36841
3593,50.01,23.24,24758
3594,42.11,33.82,20319
3595,28.89,52.54,24773
3596,59.88,22.40,25146
3597,56.91,20.52,2187
3601,40.76,24.29,688
3603,64.91,14.48,681
3604,0.00,99.98,14
3605,61.62,24.09,40932
3606,43.23,5.47,98
3607,21.49,48.19,47085
3609,34.35,28.65,7478
3610,76.71,17.60,1499
3611,46.89,28.52,4793
3613,50.87,18.04,1140
3615,24.72,61.30,42954
3616,25.84,33.96,3455
3617,52.68,19.27,7181
3619,15.73,29.96,164
3622,55.33,32.83,25066
3623,48.24,38.90,8206
3624,50.14,35.09,40043
3625,37.64,41.47,42829
3627,50.03,33.86,14080
3628,56.02,30.62,7403
3629,84.01,8.48,1739
3630,51.09,38.17,27915
3631,74.44,10.67,1672
3632,15.58,76.78,33223
3633,46.15,26.41,1856
3634,72.48,7.43,217
3635,0.00,67.95,397
3636,87.18,6.19,502
3637,71.30,13.86,824
3642,49.50,25.84,18060
3643,97.95,2.01,403
3644,67.82,12.17,2270
3645,27.86,52.13,65741
3646,19.97,26.21,36454
3647,0.00,76.65,2940
3649,0.00,32.59,275
3651,89.61,1.67,69
3652,67.94,19.16,3493
3653,64.26,15.05,31995
3656,75.19,17.23,3282
3657,86.89,2.69,47
3659,78.88,8.03,628
3661,9.73,46.55,105945
3662,48.89,36.72,22514
3663,61.98,30.63,23980
3664,66.69,22.43,5801
3665,45.03,20.20,49970
3666,80.26,12.73,28557
3669,54.68,33.95,8152
3671,72.48,3.12,53
3672,40.16,22.46,20983
3673,35.99,48.98,83359
3674,65.86,20.49,405
3675,55.16,31.75,13435
3678,35.95,23.28,1017
3679,54.01,23.43,5096
3680,43.90,31.83,29425
3681,94.39,2.98,341
3683,100.00,0.00,1
3684,52.87,27.03,6111
3685,44.54,22.32,13407
3686,16.77,63.50,62542
3687,32.52,54.45,36356
3689,14.12,61.07,34124
3690,83.95,5.57,1356
3691,54.18,31.42,12830
3693,41.76,34.17,22644
3694,53.65,33.30,14260
3701,70.63,23.63,48851
3702,78.02,11.97,95908
3703,68.23,20.73,34598
3704,57.96,28.15,43383
3705,62.56,22.19,26125
3706,52.45,39.78,196072
3707,41.78,50.47,92393
3708,38.35,41.08,46360
3709,66.31,20.48,8542
3710,16.67,54.98,22975
3711,81.51,8.90,331101
3712,55.03,35.28,36093
3713,44.10,27.01,4185
3714,38.26,46.35,156218
3715,20.48,62.72,97351
3716,45.50,40.21,53613
3717,31.64,47.09,49722
3718,35.52,51.94,102843
4102,33.76,34.40,37608
4104,40.06,46.65,44243
4105,39.02,37.15,52109
4106,46.20,38.28,16095
4107,51.88,26.96,13540
4108,23.57,54.99,54661
4109,36.10,42.17,43652
4111,33.16,38.16,46390
4113,63.67,15.65,20090
4114,37.26,41.58,74386
4115,69.74,13.55,996
4116,54.95,33.97,4371
4117,37.83,34.83,6127
4118O,90.11,4.79,202
4119,45.06,40.24,26660
4120,63.89,18.65,7446
4121,44.47,43.17,51550
4123,52.71,30.62,47482
4125,0.00,86.40,218
4126,55.08,28.69,22468
4127,65.58,18.73,26594
4128,39.55,44.51,101123
4129,48.89,27.58,34032
4131,72.24,12.89,3495
4132,38.33,38.83,42834
4133,18.53,67.57,54079
4135,44.13,18.20,511
4136,97.87,0.66,95
4137,44.39,38.22,7492
4138,51.42,43.87,21091
4139,50.01,11.90,1132
4140,0.00,80.26,473
4142,33.52,46.43,83907
4147,43.61,34.18,47308
4148,77.76,14.98,2272
4150,34.31,31.98,28445
4151,71.12,11.83,642
4153,72.11,17.80,5171
4154,67.10,10.84,880
4155,32.53,41.03,32538
4156,67.52,17.70,894
4157,52.43,26.93,31666
4160,25.36,54.18,34589
4161,26.97,32.73,5121
4162,39.42,43.56,47013
4163,61.63,16.53,24869
4164,40.54,37.61,18919
4166,79.60,10.33,3762
4167,34.45,40.34,56305
4168,20.95,55.87,50022
4169,47.55,28.23,4385
4170,45.21,26.55,6415
4171,27.65,56.41,38255
4172,30.08,39.94,24464
4173,40.00,46.19,30494
4174,36.42,48.71,42685
4175,54.98,34.43,11381
4177,48.19,26.52,2159
4178,72.41,12.46,4204
4181,0.00,89.40,1737
4183,43.43,21.36,1179
4184,92.03,5.96,644
4186,26.03,34.13,4660
4188,47.92,32.48,5037
4190,62.95,27.18,16532
4191,48.78,20.34,2532
4192,66.60,25.73,4607
4193,33.69,26.12,5426
4194,73.12,16.20,3273
4195,30.04,45.43,28483
4197,40.26,19.70,2349
4198,78.20,12.67,2583
4205,58.94,23.46,11023
4207,64.14,15.44,8472
4303,14.14,67.64,37400
4304,74.64,12.47,3725
4305,74.81,9.07,1689
4306,51.69,30.84,89814
4401,47.07,27.14,12611
4402,60.94,23.05,41587
4404,26.98,47.67,7868
4406,62.15,8.88,1528
4408,30.41,46.58,4011
4413,52.61,17.20,1641
4414,57.37,25.38,22498
4415,76.68,12.41,4358
4416,49.85,22.72,2840
4417,38.35,39.25,8228
4419,95.07,2.03,5198
4420,54.11,34.78,8092
4424,62.32,23.85,2549
4426,54.21,29.08,9520
4427,78.71,5.46,966
4430,53.29,27.45,8639
4431,64.19,25.45,2052
4432,45.45,32.23,4908
4433,52.24,34.50,10276
4438,50.12,20.84,4664
4439,69.43,15.06,1314
4440,28.87,31.86,3851
4441,55.42,14.26,2470
4442,49.36,12.40,961
4502,55.45,15.83,3835
4503,59.80,28.77,7578
4506,74.05,14.06,11138
4510,29.65,57.51,61033
4513,53.14,33.37,44149
4522,100.00,0.00,1
4523,52.01,30.51,35972
4526,41.04,45.75,61924
4527,61.93,21.90,4360
4528,58.69,32.63,13405
4529,53.99,30.70,8776
4530,64.46,19.38,7320
4532,64.87,21.72,19902
4533,32.21,55.62,68057
4534,29.58,47.06,18492
4535,69.70,12.65,7110
4536,39.11,25.63,7012
4537,77.00,12.28,2364
4538,71.91,10.46,1646
4540,25.53,62.89,41855
4541,26.78,50.34,43327
4542,20.72,35.76,6903
4543,44.76,42.90,22233
4544,49.87,12.32,1565
4545,69.01,20.48,22119
4546,60.44,16.43,968
4547,72.34,9.16,302
4548,100.00,0.00,1
4549,58.74,30.29,7208
4550,49.24,30.49,3161
4551,70.03,12.56,6715
4552,44.28,33.94,28634
4553,77.28,7.88,455
4554,57.06,31.13,2358
4555,65.67,20.73,4074
4556,70.78,20.03,3300
4557,27.07,34.84,27718
4558,52.09,16.10,1608
4559,79.90,7.20,662
4560,84.16,8.88,2522
4561,52.18,37.84,8787
4562,49.92,42.38,11762
4563,49.60,36.74,17701
4564,33.60,46.41,48499
4565,66.05,9.31,1436
4566,48.17,39.14,25545
4568,62.00,20.46,1598
4569,52.36,14.90,1995
4570,87.83,3.28,205
4571,55.70,27.19,6658
4572,61.89,23.03,3463
4573,28.70,41.23,10097
4575,53.88,13.12,743
4576,59.43,25.87,24513
4577,55.74,33.92,7115
4578,92.28,2.95,691
4580,37.68,40.01,5099
4581,46.14,25.30,1648
4582,43.96,26.13,2606
4583,82.19,8.48,7435
4584,69.25,13.06,1072
4585,75.30,21.04,19155
4587,88.23,8.33,951
4588,37.40,37.04,5123
4589,47.63,14.08,621
4590,35.34,37.53,10000
4609,64.61,12.12,1741
4702,46.49,40.50,14084
4703,22.67,63.80,9141
4706,77.56,8.80,2142
4707,65.82,22.10,28523
4711,53.42,29.30,7433
4712,43.69,43.07,3611
4714,22.32,56.15,52747
4716,24.12,49.72,44121
4717,0.00,99.99,999
4720,34.22,50.14,13442
4721,28.05,57.57,57271
4722,43.17,26.86,14722
4724,46.40,23.27,3080
4726,50.33,31.13,12675
4727,0.00,25.30,349
4728,65.91,7.14,16652
4729,44.71,36.63,7322
4730,57.91,18.38,1062
4732,47.09,18.44,1542
4734,0.00,48.86,371
4735,42.94,38.54,37605
4736,44.38,38.34,13577
4737,49.15,19.42,10899
4738,54.05,33.40,3380
4739,31.59,50.97,56667
4741,40.07,34.07,12956
4743,41.07,43.05,80273
4744,35.78,30.37,33407
4745,53.06,24.26,3142
4746,31.52,46.05,44171
4747,65.53,12.35,2206
4749,23.88,51.70,61955
4752,87.17,8.27,1062
4754,28.46,50.77,23001
4755,64.96,21.80,8718
4758,84.81,6.03,395
4760,34.68,43.74,11159
4762,97.29,0.30,139
4763,56.36,30.66,55570
4764,66.96,17.78,9879
4765,39.21,25.44,904
4766,63.04,18.97,10774
4767,46.87,11.88,886
4768,19.49,49.47,15679
4769,100.00,0.00,1
4770,59.70,21.03,8077
4771,44.45,22.19,3914
4772,42.02,41.23,33302
4773,92.29,1.22,228
4801,97.82,1.26,783
4802,85.36,9.95,296
4803,55.13,35.73,5710
4804,54.88,24.88,30104
4805,0.00,99.98,24
4806,85.88,6.04,13269
4807,63.32,18.98,14406
4903,37.77,48.87,46865
4904,90.98,4.37,85249
4905,63.81,11.24,1999
4906,20.70,60.75,92070
4907,83.76,9.39,2776
4908,42.28,38.65,35392
4909,22.69,65.16,63478
4911,48.05,26.48,3502
4912,38.89,32.87,25632
4913,0.00,42.57,475
4914,61.66,19.66,225
4915,51.49,30.60,34004
4916,21.72,66.91,75457
4917,93.20,0.70,16
4919,58.06,34.26,74893
4920,86.74,2.54,107
4922,11.80,62.98,4555
4923,20.33,42.14,30674
4924,55.97,18.34,1534
4925,31.85,34.25,5223
4927,17.89,59.03,58963
4929,0.00,99.97,384
4930,58.55,29.23,33580
4931,12.37,64.95,63294
4932,0.00,90.02,309
4933,59.88,25.26,5624
4934,29.25,54.24,70521
4935,57.74,28.61,7838
4938,75.20,16.13,144312
4939,28.07,54.08,65026
4942,54.55,25.30,6603
4943,53.51,28.35,21841
4946,42.58,47.83,8219
4949,41.11,35.13,11134
4950,68.13,19.86,6672
4951,4.48,62.90,11295
4952,47.79,40.67,14655
4953,37.89,41.62,34722
4956,35.73,50.64,43059
4958,64.94,23.73,231160
4960,56.45,31.79,90381
4961,38.44,40.16,39905
4962,99.89,0.09,16
4963,82.03,9.02,445
4965,100.00,0.00,1
4966,19.97,49.63,31964
4967,13.87,67.15,66736
4968,8.85,73.83,56414
4969,44.91,30.03,11529
4971,22.04,44.04,38821
4972,36.92,38.88,15363
4973,14.23,67.64,50165
4974,39.73,50.74,42875
4975,95.92,2.82,1023
4976,25.62,59.60,44716
4977,8.43,71.24,50060
4978,82.32,10.37,67
4979,27.93,43.16,82257
4980,50.40,26.30,2355
4985,100.00,0.00,1
4989,11.58,75.46,51088
4990,43.97,28.54,3278
4991,35.73,42.18,63301
4992,76.90,8.27,1033
4994,80.62,7.85,2149
4995,52.68,21.03,4964
4996,65.91,9.92,784
4997,17.41,25.48,271
4999,27.29,49.62,46515
5006,8.28,72.02,14002
5007,84.23,6.11,4900
5009,43.36,39.84,80859
5011,38.64,36.53,33736
5013,81.84,6.82,9053
5014,26.84,46.89,52376
5015,42.22,39.28,26562
5016,59.94,23.14,2621
5017,0.00,99.99,6849
5201,40.04,25.02,13491
5202,48.60,36.74,44161
5203,33.11,42.24,31877
5204,18.86,59.24,1371
5205,72.67,16.41,1722
5206,80.84,9.26,4370
5207,14.82,35.02,2906
5209,50.61,36.52,4262
5210,39.82,33.49,39169
5211,40.88,41.99,7555
5212,66.94,14.18,9959
5213,85.02,9.89,21105
5215,42.71,35.43,5358
5216,57.64,12.24,401
5220,19.67,40.33,7603
5221,0.00,68.88,346
5222,24.28,51.96,33672
5223,54.18,28.39,2732
5225,37.93,44.68,8386
5226,31.51,27.99,400
5227,18.09,57.55,58835
5228,44.94,32.05,3525
5229,89.30,1.64,129
5230,10.27,56.98,29624
5232,99.99,0.00,5
5233,82.42,9.50,2998
5234,58.52,22.88,11978
5236,60.89,30.52,6883
5238,78.62,9.02,691
5239,16.98,32.75,601
5240,30.32,14.12,520
5242,58.63,12.97,1114
5243,50.27,35.19,30276
5244,28.61,38.24,9476
5245,39.31,31.92,3894
5246,21.00,53.88,8592
5247,68.74,11.48,510
5248,56.84,30.66,1879
5250,97.08,2.86,209
5251,29.21,56.41,35221
5253,58.20,5.15,224
5254,70.30,17.02,668
5256,61.23,19.46,1875
5257,73.71,9.36,809
5258,39.36,36.50,25637
5259,74.45,12.45,2362
5262,31.97,23.07,8068
5263,41.33,31.16,26895
5265,0.00,65.69,123
5267,46.59,22.15,1345
5269,54.74,30.53,32456
5271,16.66,61.14,6541
5272,10.26,66.46,45726
5274,21.71,42.02,31367
5275,0.00,27.52,144
5276,85.29,8.70,934
5278,77.88,9.51,4227
5279,91.86,0.04,20
5282,59.25,5.19,278
5283,52.33,34.66,27473
5284,48.49,31.61,9648
5285,51.96,27.99,12034
5286,69.95,13.71,910
5287,45.59,35.09,10029
5288,59.24,19.58,2868
5289,18.67,55.69,80169
5291,18.68,37.70,5243
5292,43.66,29.16,7099
5294,0.00,99.98,60
5295,70.39,6.98,157
5296,27.36,31.93,467
5297,10.26,63.82,8899
5299,44.69,42.95,16852
5301,74.11,11.65,3935
5302,45.87,39.79,12877
5304,86.33,10.02,32303
5306,64.41,23.63,11934
5307,32.20,44.35,35108
5309,26.96,56.66,70518
5310,36.18,19.97,7085
5312,50.64,29.62,5822
5314,36.55,47.23,94507
5315,21.21,51.22,51047
5321,46.23,22.93,7565
5324,75.25,12.87,20885
5325,27.55,62.80,20366
5328,35.46,55.73,76570
5336,0.00,94.28,2955
5340,52.13,35.41,29181
5344,73.54,21.40,6731
5345,78.88,12.05,6291
5346,28.36,44.75,263373
5347,81.43,11.93,112129
5348,40.79,29.74,1811
5351,29.40,52.65,116249
5353,37.82,28.79,6344
5355,63.82,20.16,30322
5356,39.55,43.93,53268
5364,61.31,18.04,7270
5372,12.51,60.99,5386
5376,28.33,47.38,3801
5381,48.85,36.11,27809
5385,18.19,69.23,8304
5386,32.37,55.81,30412
5387,90.18,7.90,141599
5388,35.02,44.18,37986
5392,31.93,56.64,65848
5395,0.00,65.56,2238
5398,44.19,25.50,41760
5403,31.26,38.84,9479
5410,26.60,57.76,56872
5414,48.11,28.16,5070
5425,29.42,56.90,105854
5426,52.77,36.89,35250
5432,51.40,44.51,5433
5434,38.40,30.75,32229
5438,74.38,19.71,37816
